Data inizio,Data fine,Lunghezza periodo (giorni),Soldi in banca iniziali ($),Deposito iniziale ($),Investimento base,Strategia Giacomo,Percentuale ritiro eccesso,Tempo controllo,Strategia VA,Vendita VA,Prima VA,Tempo acquisto VA,Quantità VA,Liquidità cumulativa finale,Ricarica cumulativa finale,Deposito finale ($),Deposito + liquidità cumulativa finali ($),Bitcoin finali,Bitcoin finali ($),Deposito + bitcoin + liquidità cumulativa finali ($),Max delta neg su deposito + liquidità ($),Max delta pos su deposito + liquidità ($),Tasse pagate,Guadagno finale su deposito + bitcoin + liquidità cumulativa ($),Guadagno / max_delta_neg,Guadagno - max_delta_neg
2020-02-01,2021-11-01,639,99000,1000,5,True,1,206,True,True,False,1,1000,-94720.4427586708,4073946.001660894,284043.83342206036,189323.39066338955,10.394998817826446,638999.9999999999,828323.3906633895,199166.88669578888,266898.21362644946,16705.862512996344,827323.4006633895,4.153920435212999,628156.5139676007
2020-02-01,2021-11-01,639,99000,1000,8,True,1,281,True,False,True,1,1000,-67565.62397714809,1159109.2188933245,126667.40114920033,59101.77717205224,14.83164340275779,911728.8323409274,970830.6095129797,197565.6239771481,733429.5538982055,4762.196823564531,969830.6255129797,4.908903715077262,772265.0015358316
2020-02-01,2021-11-01,639,99000,1000,4,True,1,286,True,False,True,1,1000,-51565.64773043175,1181701.9842116814,133775.54371790471,82209.89598747296,14.83164340275779,911728.8323409274,993938.7283284004,197565.64773043175,772078.366243056,4899.041812446563,992938.7363284004,5.025867339463866,795373.0885979687
2020-02-01,2021-11-01,639,99000,1000,5,True,1,202,True,False,False,1,1000,9984.195913231524,1845300.9157864552,407445.5133972168,417429.7093104483,14.776748495199154,908354.3398042074,1325784.0491146557,197712.16967720323,710063.1655895985,8230.544170106934,1324784.0591146557,6.700569121655879,1127071.8894374524
2020-02-01,2021-11-01,639,99000,1000,2,True,1,237,True,False,False,1,1000,-42779.767011852,1086915.3763110025,75453.5361919231,32673.769180071104,17.883415210116627,1099326.9474612572,1132000.7166413283,198476.13260228676,200234.95651167032,4419.856757118389,1131000.7206413283,5.69842179919772,932524.5880390415
2020-02-01,2021-11-01,639,99000,1000,7,True,1,236,True,False,True,1,1000,-54361.2635424406,1150605.38370699,163764.6267332259,109403.36319078528,17.883415210116627,1099326.9474612572,1208730.3106520423,210057.62913287536,815738.3285323139,4828.914089388308,1207730.3246520422,5.749518975519203,997672.6955191669
2020-02-01,2021-11-01,639,99000,1000,5,True,1,272,True,True,True,1,1000,-95299.34064020638,3668462.5671206764,285044.9978175918,189745.65717738544,10.394998817826446,638999.9999999999,828745.6571773854,198342.90669578884,540770.2149777234,15081.524632101677,827745.6671773854,4.173306124059943,629402.7604815966
2020-02-01,2021-11-01,639,99000,1000,8,True,1,292,True,True,True,1,1000,-93283.86189402771,3664402.3300464875,347895.3614074393,254611.49951341157,10.394998817826446,638999.9999999999,893611.4995134115,198342.88888082607,707013.1614360764,15195.25482887051,892611.5155134115,4.500345439910051,694268.6266325854
2020-02-01,2021-11-01,639,99000,1000,4,True,1,253,True,True,True,1,1000,-39630.792720609184,3554573.086826149,286493.2967159389,246862.50399532972,10.394998817826446,638999.9999999999,885862.5039953295,198342.91263410973,463740.5576620167,14739.512380055361,884862.5119953295,4.461276181961021,686519.5993612198
2020-02-01,2021-11-01,639,99000,1000,3,True,1,200,True,True,False,1,1000,-95651.60940973283,4044367.88364924,285093.30871593894,189441.6993062061,10.394998817826446,638999.9999999999,828441.699306206,199117.96600069123,265353.5015874719,16587.542017243864,827441.705306206,4.155535142937999,628323.7393055148
2020-02-01,2021-11-01,639,99000,1000,8,True,1,286,True,False,False,1,1000,-50565.62397714809,1201310.0303669693,113116.26571702238,62550.64173987429,14.83164340275779,911728.8323409274,974279.4740808017,197565.6239771481,200023.69103830063,4938.249904757139,973279.4900808017,4.9263605200537235,775713.8661036536
2020-02-01,2021-11-01,639,99000,1000,7,True,1,273,True,True,False,1,1000,-94374.87749411343,3671182.8193594483,285309.3247159388,190934.4472218254,10.394998817826446,638999.9999999999,829934.4472218252,198342.894819147,266630.2335030913,15094.817807496429,828934.4612218252,4.179300004558591,630591.5664026781
2020-02-01,2021-11-01,639,99000,1000,2,True,1,247,True,True,True,1,1000,-156609.26476237935,3595197.5893880245,286493.2967159389,129884.03195355955,10.394998817826446,638999.9999999999,768884.0319535594,215102.24323315616,424375.85943893215,14667.902225911032,767884.0359535593,3.5698560108516646,552781.7927204032
2020-02-01,2021-11-01,639,99000,1000,1,True,1,299,True,False,True,1,1000,-28414.385637407177,1106793.211912569,126054.07932095474,97639.69368354756,14.831643402757788,911728.8323409273,1009368.5260244749,197565.66554539447,696836.751111465,4629.715666350071,1008368.5280244749,5.103966447007884,810802.8624790804
2020-02-01,2021-11-01,639,99000,1000,1,True,1,278,True,False,True,1,1000,-86412.54864039324,1160570.256369559,131358.7620677777,44946.21342738444,14.83164340275779,911728.8323409274,956675.045768312,197565.66554539447,714452.0642314267,4739.656765864734,955675.0477683119,4.837252693326551,758109.3822229174
2020-02-01,2021-11-01,639,99000,1000,5,True,1,296,True,True,True,1,1000,-93984.3984300246,3740707.183845446,271946.4744549815,177962.0760249569,10.394998817826446,638999.9999999999,816962.0760249568,198342.90669578884,646731.796113068,15347.467823077852,815962.0860249568,4.113895977517612,617619.1793291679
2020-02-01,2021-11-01,639,99000,1000,0,True,1,244,True,True,True,1,1000,-112883.15866622023,3583934.240191544,286493.2967159389,173610.13804971866,10.394998817826446,638999.9999999999,812610.1380497185,198046.77649290804,482832.13431002526,14710.377992851314,811610.1380497185,4.098072952370329,613563.3615568104
2020-02-01,2021-11-01,639,99000,1000,9,True,1,275,True,True,True,1,1000,-91129.47772913938,3674929.596928355,265501.0774812703,174371.59975213092,10.394998817826446,638999.9999999999,813371.5997521308,198342.88294250518,523814.0661081278,15076.650888995664,812371.6177521308,4.095794140431133,614028.7348096257
2020-02-01,2021-11-01,639,99000,1000,1,True,1,234,True,True,True,1,1000,-96506.30662973298,3554643.3224277026,286493.2967159389,189986.99008620591,10.394998817826446,638999.9999999999,828986.9900862058,201252.93905766367,597236.0732852055,14625.802875634492,827986.9920862057,4.11416099542759,626734.0530285421
2020-02-01,2021-11-01,639,99000,1000,0,True,1,248,True,True,False,1,1000,-95220.65822118308,3586631.650550529,286493.2967159389,191272.6384947558,10.394998817826446,638999.9999999999,830272.6384947556,199334.93638739342,266730.1639348449,14756.585049290203,829272.6384947556,4.160197171273191,629937.7021073622
