coef_liquidity_in,coef_liquidity_out,dynamical_variables,func_monitor,mobile_window,timeframe,timeframe_grid_search,weighting_factor,window_grid_search,fattore_rendimento_totale,volatility,max_drawdown,sharpe_ratio,sortino_ratio,calmar_ratio
0.0,0.0,{},mstd_ma_returns_prices,168,336,-1,1.0,360,386.8461269036165,0.4205664029935793,70.24804502006909,0.6064861620852944,1.1897951708277057,549.2624411019332
0.0,2.0,{},mstd_ma_returns_prices,168,336,-1,1.0,168,383.4661878051968,0.4199644701139702,70.24804502006909,0.6061476114402687,1.1889150469708922,544.4510059972921
0.0,3.0,{},mstd_ma_returns_prices,168,336,-1,1.0,360,381.7371769267422,0.4197070883154132,70.24804502006909,0.6059499664106586,1.188293955165407,541.989712052442
1.5,1.5,{},mstd_returns_prices,12,336,-1,0.5,168,374.1257083462375,0.2793009361552274,64.15107900060163,0.7451203242319322,1.3567878758049283,581.6359041174322
inf,3.0,{},ma_returns_prices,720,24,-1,1.0,168,372.9994874096082,0.3425518916227064,58.319704530150105,0.6653644569072219,1.221315793282114,637.8624350150677
0.5,0.5,"{'weighting_factor': [0, 0.5, 1]}",ma_returns_prices,48,336,-1,-0.5,168,360.82772534977056,0.3311190279758154,68.19470819029428,0.6723933687145065,1.206964023174468,527.6475769141609
0.5,0.5,{},ma_returns_prices,48,336,-1,0.0,168,360.82772534977056,0.3311190279758154,68.19470819029428,0.6723933687145065,1.206964023174468,527.6475769141609
inf,3.0,{},ma_returns_prices,720,24,-1,0.5,168,360.7677999195829,0.2931746738540383,55.26090684947755,0.7242819129318868,1.2808985446884378,651.0349185899836
1.0,1.0,"{'coef_liquidity_in': [0, 1, inf], 'coef_liquidity_out': [0, 1, inf], 'weighting_factor': [0, 0.5, 1]}",ma_returns_prices,48,336,-1,0.0,360,355.2268349533767,0.3418395740436243,68.19470819029428,0.6603274188488993,1.1840832983000025,519.4344903785241
0.5,0.5,{},ma_returns_prices,48,336,-1,0.5,168,349.1282739046821,0.3424460885713937,69.23528368250786,0.6578680579918018,1.191150794329074,502.81916298789713
0.0,inf,{},mstd_ma_returns_prices,168,336,-1,0.5,360,347.78676195996627,0.3266527984239327,62.478976970750864,0.6750206100388046,1.2265277665358354,555.0455189468167
1.5,2.5,{},mstd_returns_prices,12,336,-1,0.5,168,342.14057451217207,0.2778735640741232,64.15107900060163,0.7382536883146709,1.3425816724179642,531.7768302992578
0.0,0.0,{},ma_returns_prices,48,336,-1,0.5,360,332.091238576092,0.3535643385819484,69.23528368250786,0.6439545645913068,1.1763922371054163,478.2117165784669
1.5,3.5,{},mstd_returns_prices,12,336,-1,0.5,168,310.1554406781084,0.2764501330704907,64.15107900060163,0.7303983284554489,1.3263827447264729,481.9177564810859
1.0,1.0,"{'weighting_factor': [-1, 0, 1]}",ma_returns_prices,48,336,-1,0.0,720,300.8300320882667,0.3561852084704863,78.40216100857627,0.6342145980306675,1.1297749480069406,382.4257242800601
1.5,0.5,{},ma_returns_prices,48,336,-1,0.0,168,295.5260438274641,0.3245373285938736,68.19470819029428,0.6616823404490303,1.1882063577104138,431.8898806716827
1.5,0.5,"{'weighting_factor': [0, 0.5, 1]}",ma_returns_prices,48,336,-1,-0.5,168,295.5260438274641,0.3245373285938736,68.19470819029428,0.6616823404490303,1.1882063577104138,431.8898806716827
inf,3.0,{},mstd_ma_returns_prices,24,24,-1,1.0,168,287.62121993938166,0.3931947000275971,74.69969028513671,0.6026176395242551,1.096228517820451,383.6980030912013
inf,10.0,{},ma_returns_prices,720,24,-1,1.0,168,284.2534143103718,0.3390934829070652,59.84904516012048,0.6455618129647187,1.1830146426427084,473.2797550112186
1.0,1.0,{},ma_returns_prices,48,336,-1,0.0,360,284.09937456212,0.3245238964629918,68.19470819029428,0.6581453551617932,1.1797822091615864,415.1339335189233
inf,10.0,{},ma_returns_prices,720,24,-1,0.5,168,283.481425460819,0.2898303352544144,56.55769564279116,0.705258329191554,1.245190589269174,499.4570981903576
1.5,4.5,{},mstd_returns_prices,12,336,-1,0.5,168,278.1703068440433,0.2750516538782916,64.15107900060163,0.7213032536881467,1.3077054629940406,432.058682662912
1.5,0.5,{},ma_returns_prices,48,336,-1,0.5,168,274.84115605296006,0.3347969988508302,69.23528368250786,0.6446468861896025,1.1646848872442717,395.5225449912404
1.0,1.0,"{'coef_liquidity_in': [0, 1, inf], 'coef_liquidity_out': [0, 1, inf], 'weighting_factor': [0, 0.5, 1]}",ma_returns_prices,720,168,24,0.0,720,274.0857190285959,0.2803930269498916,61.13107689380725,0.7171456148756322,1.2326467245708623,446.7215905634737
3.5,0.5,{},mstd_returns_prices,12,336,-1,0.5,168,269.29804556576624,0.278064824875474,64.15107900060163,0.712879379800703,1.286760285178691,418.2284222581043
3.5,3.5,{},mstd_returns_prices,12,336,-1,0.5,168,269.29804556576624,0.278064824875474,64.15107900060163,0.712879379800703,1.286760285178691,418.2284222581043
3.5,2.5,{},mstd_returns_prices,12,336,-1,0.5,168,269.29804556576624,0.278064824875474,64.15107900060163,0.712879379800703,1.286760285178691,418.2284222581043
3.5,4.5,{},mstd_returns_prices,12,336,-1,0.5,168,269.29804556576624,0.278064824875474,64.15107900060163,0.712879379800703,1.286760285178691,418.2284222581043
3.5,1.5,{},mstd_returns_prices,12,336,-1,0.5,168,269.29804556576624,0.278064824875474,64.15107900060163,0.712879379800703,1.286760285178691,418.2284222581043
3.5,5.5,{},mstd_returns_prices,12,336,-1,0.5,168,269.29804556576624,0.278064824875474,64.15107900060163,0.712879379800703,1.286760285178691,418.2284222581043
0.5,1.5,{},ma_returns_prices,48,336,-1,0.0,168,267.9393263900198,0.3246316302948498,68.19470819029428,0.6527783864226274,1.1672074457008328,391.4370095185943
0.5,1.5,"{'weighting_factor': [0, 0.5, 1]}",ma_returns_prices,48,336,-1,-0.5,168,267.9393263900198,0.3246316302948498,68.19470819029428,0.6527783864226274,1.1672074457008328,391.4370095185943
0.0,0.0,"{'weighting_factor': [0, 0.5, 1]}",ma_returns_prices,720,336,24,0.0,720,267.4455360004263,0.3036551984757317,64.39916262226131,0.6801535271705309,1.2266414483495025,413.7406841192717
inf,inf,{},ma_returns_prices,720,24,-1,0.5,168,264.3114656563352,0.2677271376527214,55.23718824618452,0.7327424920781838,1.3037142458742412,476.6923770319234
inf,10.0,{},mstd_ma_returns_prices,24,24,-1,1.0,168,263.0915800166097,0.3921246218354972,76.05095448899152,0.5966165304925501,1.083788302716049,344.62628612313847
1.0,1.0,"{'coef_liquidity_in': [0, 1, inf], 'coef_liquidity_out': [0, 1, inf], 'mobile_window': [48, 168, 720], 'weighting_factor': [0, 0.5, 1]}",ma_returns_prices,48,336,168,0.0,360,261.1803087661861,0.3344393943446223,68.19470819029428,0.6406693490033472,1.1420327225020892,381.52565744568426
2.5,5.5,{},mstd_returns_prices,12,336,-1,0.5,168,260.2498258512994,0.2735161252574555,64.15107900060163,0.7167161813351501,1.293385305580624,404.1238742825636
2.5,1.5,{},mstd_returns_prices,12,336,-1,0.5,168,260.2498258512994,0.2735161252574555,64.15107900060163,0.7167161813351501,1.293385305580624,404.1238742825636
2.5,2.5,{},mstd_returns_prices,12,336,-1,0.5,168,260.2498258512994,0.2735161252574555,64.15107900060163,0.7167161813351501,1.293385305580624,404.1238742825636
2.5,3.5,{},mstd_returns_prices,12,336,-1,0.5,168,260.2498258512994,0.2735161252574555,64.15107900060163,0.7167161813351501,1.293385305580624,404.1238742825636
2.5,0.5,{},mstd_returns_prices,12,336,-1,0.5,168,260.2498258512994,0.2735161252574555,64.15107900060163,0.7167161813351501,1.293385305580624,404.1238742825636
2.5,4.5,{},mstd_returns_prices,12,336,-1,0.5,168,260.2498258512994,0.2735161252574555,64.15107900060163,0.7167161813351501,1.293385305580624,404.1238742825636
1.0,1.0,"{'coef_liquidity_in': [0, 1, inf], 'coef_liquidity_out': [0, 1, inf], 'weighting_factor': [0, 0.5, 1]}",ma_returns_prices,720,336,24,0.0,720,258.589318832766,0.2869021739875854,61.17392331810577,0.6992932647849939,1.232577515203089,421.0769963098424
0.0,0.0,{},mstd_ma_returns_prices,168,336,-1,0.5,360,257.4790264063648,0.3307034681130311,62.478976970750864,0.6445048500906441,1.1806842439723246,410.5045230276958
0.0,2.0,{},mstd_ma_returns_prices,168,336,-1,0.5,168,256.49911026184816,0.3301557574639745,62.478976970750864,0.6446904956298268,1.1806814944376651,408.9361296383877
0.0,3.0,{},mstd_ma_returns_prices,168,336,-1,0.5,360,255.99591905748727,0.3299224990498285,62.478976970750864,0.6447402606007924,1.1804858102016138,408.1307528080397
0.0,0.0,"{'weighting_factor': [0, 0.5, 1]}",ma_returns_prices,168,312,-1,0.0,336,255.74962648732995,0.3077897211239399,73.31272837649139,0.6725969041904397,1.1824800318452724,347.4834890594776
0.0,1.0,"{'weighting_factor': [0, 0.5, 1]}",ma_returns_prices,168,312,-1,0.0,336,255.74962648732995,0.3077897211239399,73.31272837649139,0.6725969041904397,1.1824800318452724,347.4834890594776
0.0,0.0,"{'weighting_factor': [0, 0.5, 1]}",ma_returns_prices,720,336,-1,0.0,720,252.1247069569176,0.302467205924408,63.15302199562272,0.6752046235492072,1.2252885024261555,397.6447983349453
4.5,3.5,{},mstd_returns_prices,12,336,-1,0.5,168,251.8166553342204,0.2790234807484666,64.15107900060163,0.7043845261563109,1.2700651595529764,390.9780774410172
4.5,1.5,{},mstd_returns_prices,12,336,-1,0.5,168,251.8166553342204,0.2790234807484666,64.15107900060163,0.7043845261563109,1.2700651595529764,390.9780774410172
4.5,0.5,{},mstd_returns_prices,12,336,-1,0.5,168,251.8166553342204,0.2790234807484666,64.15107900060163,0.7043845261563109,1.2700651595529764,390.9780774410172
4.5,4.5,{},mstd_returns_prices,12,336,-1,0.5,168,251.8166553342204,0.2790234807484666,64.15107900060163,0.7043845261563109,1.2700651595529764,390.9780774410172
4.5,2.5,{},mstd_returns_prices,12,336,-1,0.5,168,251.8166553342204,0.2790234807484666,64.15107900060163,0.7043845261563109,1.2700651595529764,390.9780774410172
4.5,5.5,{},mstd_returns_prices,12,336,-1,0.5,168,251.8166553342204,0.2790234807484666,64.15107900060163,0.7043845261563109,1.2700651595529764,390.9780774410172
0.5,1.5,{},ma_returns_prices,48,336,-1,0.5,168,251.51715811688,0.3351917980237924,69.23528368250786,0.6365048734918212,1.1457082578788518,361.8345225039825
inf,inf,{},ma_returns_prices,720,24,-1,1.0,168,249.67940432252777,0.3172080281922749,58.328194405448265,0.6555782836535011,1.2066972330067538,426.3451095261392
1.5,5.5,{},mstd_returns_prices,12,336,-1,0.5,168,246.18517300997885,0.273714548258633,64.15107900060163,0.7106160578266886,1.2858740427251514,382.19960884473886
1.0,1.0,"{'coef_liquidity_in': [0, 1, inf], 'coef_liquidity_out': [0, 1, inf]}",ma_returns_prices,48,336,24,0.0,360,244.58381809768164,0.3150062539556424,68.19470819029428,0.6549897819124798,1.150389130537388,357.1887387771672
3.0,inf,{},mstd_ma_returns_prices,168,336,-1,1.0,360,244.39874146505645,0.3368162663670461,70.24804502006909,0.626485665174662,1.2553970978214857,346.4847191057348
3.0,inf,{},mstd_ma_returns_prices,168,336,-1,1.0,168,244.39874146505645,0.3368162663670461,70.24804502006909,0.626485665174662,1.2553970978214857,346.4847191057348
0.0,0.0,"{'weighting_factor': [0, 0.5, 1]}",ma_returns_prices,720,336,24,0.0,360,243.598014746744,0.3024645675537893,64.39916262226131,0.6719729370631983,1.2153070973646247,376.7098901110297
3.0,0.0,{},ma_returns_prices,48,336,-1,0.0,360,241.7484840821396,0.3183611471237161,68.19470819029428,0.6501544576757399,1.1679460655827376,353.0310349159963
5.5,0.5,{},mstd_returns_prices,336,336,-1,0.5,168,239.0448754196487,0.3115698214377609,65.91446714318005,0.6584556827124886,1.1820012040006744,361.14207659839735
5.5,1.5,{},mstd_returns_prices,336,336,-1,0.5,168,238.92675101225143,0.3115507705742029,65.91446714318006,0.6584321083020536,1.1819492849066229,360.9628679777151
5.5,2.5,{},mstd_returns_prices,336,336,-1,0.5,168,238.80865558968148,0.3115317204413999,65.91446714318006,0.6584085194980762,1.181897338289525,360.7837033304254
5.5,3.5,{},mstd_returns_prices,336,336,-1,0.5,168,238.69058915193864,0.3115126710400014,65.91446714318005,0.6583849162914387,1.1818453641339457,360.6045826565279
5.5,4.5,{},mstd_returns_prices,336,336,-1,0.5,168,238.5725516990233,0.3114936223706583,65.91446714318005,0.6583612986730163,1.1817933624244363,360.4255059560232
5.5,5.5,{},mstd_returns_prices,336,336,-1,0.5,168,238.45454323093537,0.3114745744340226,65.91446714318005,0.6583376666336767,1.1817413331455349,360.24647322891093
4.5,0.5,{},mstd_returns_prices,336,336,-1,0.5,168,237.38209796467632,0.312660044892129,65.91446714318005,0.65660026205224,1.1816737274533209,358.6194476111061
4.5,1.5,{},mstd_returns_prices,336,336,-1,0.5,168,237.2649878236375,0.3126410514794305,65.91446714318006,0.656576602527854,1.181621604153392,358.4417777517951
4.5,2.5,{},mstd_returns_prices,336,336,-1,0.5,168,237.1479063625609,0.3126220587955636,65.91446714318005,0.6565529286941049,1.1815694533604577,358.2641514033605
4.5,3.5,{},mstd_returns_prices,336,336,-1,0.5,168,237.03085358144617,0.312603066841166,65.91446714318006,0.6565292405419738,1.181517275059179,358.0865685658015
4.5,4.5,{},mstd_returns_prices,336,336,-1,0.5,168,236.9138294802935,0.3125840756168765,65.91446714318006,0.6565055380624336,1.1814650692342046,357.90902923911847
4.5,5.5,{},mstd_returns_prices,336,336,-1,0.5,168,236.79683405910305,0.3125650851233352,65.91446714318005,0.6564818212464499,1.1814128358701688,357.7315334233118
2.5,0.5,{},ma_returns_prices,48,336,-1,0.0,168,236.68619154349344,0.3179943821171211,68.19470819029428,0.6485820062264879,1.1643370295248383,345.60774259172973
3.5,0.5,{},mstd_returns_prices,336,336,-1,0.5,168,235.51234581015063,0.3139580908510237,65.91446714318006,0.6544503416872706,1.1803508105567198,355.78281365870805
3.5,1.5,{},mstd_returns_prices,336,336,-1,0.5,168,235.3963464038204,0.3139391672010181,65.91446714318005,0.6544265696912812,1.1802984229078577,355.60682891460283
5.5,3.5,{},mstd_returns_prices,12,336,-1,0.5,168,235.31044228239367,0.2789556674209575,64.15107900060163,0.697461440583946,1.256274398145487,365.2478585437296
5.5,2.5,{},mstd_returns_prices,12,336,-1,0.5,168,235.31044228239367,0.2789556674209575,64.15107900060163,0.697461440583946,1.256274398145487,365.2478585437296
5.5,5.5,{},mstd_returns_prices,12,336,-1,0.5,168,235.31044228239367,0.2789556674209575,64.15107900060163,0.697461440583946,1.256274398145487,365.2478585437296
5.5,0.5,{},mstd_returns_prices,12,336,-1,0.5,168,235.31044228239367,0.2789556674209575,64.15107900060163,0.697461440583946,1.256274398145487,365.2478585437296
5.5,1.5,{},mstd_returns_prices,12,336,-1,0.5,168,235.31044228239367,0.2789556674209575,64.15107900060163,0.697461440583946,1.256274398145487,365.2478585437296
5.5,4.5,{},mstd_returns_prices,12,336,-1,0.5,168,235.31044228239367,0.2789556674209575,64.15107900060163,0.697461440583946,1.256274398145487,365.2478585437296
3.5,2.5,{},mstd_returns_prices,336,336,-1,0.5,168,235.28037535060432,0.313920244279105,65.91446714318005,0.654402783475344,1.1802460078245804,355.4308871855069
3.5,3.5,{},mstd_returns_prices,336,336,-1,0.5,168,235.1644326505027,0.3139013220859099,65.91446714318006,0.6543789830305458,1.180193565291676,355.25498847142063
3.5,4.5,{},mstd_returns_prices,336,336,-1,0.5,168,235.04851830351527,0.3138824006220596,65.91446714318006,0.6543551683479663,1.1801410952939169,355.0791327723439
3.5,5.5,{},mstd_returns_prices,336,336,-1,0.5,168,234.93263230964257,0.3138634798881822,65.91446714318006,0.6543313394186778,1.1800885978160636,354.9033200882771
0.0,2.0,{},ma_returns_prices,48,336,-1,0.5,168,234.84430169871084,0.3356182710497954,69.23528368250786,0.630143688796327,1.1309387707209406,337.7530779985684
2.5,0.5,{},mstd_returns_prices,336,336,-1,0.5,168,233.43212206751028,0.3154625293926145,65.91446714318006,0.6520145754449636,1.178049540331688,352.6268695499258
2.5,1.5,{},mstd_returns_prices,336,336,-1,0.5,168,233.3173312129046,0.3154436874365881,65.91446714318006,0.6519906658401361,1.177996832492084,352.4527183209455
2.5,2.5,{},mstd_returns_prices,336,336,-1,0.5,168,233.2025683623625,0.3154248462090199,65.91446714318006,0.6519667421101489,1.1779440973055593,352.27860957742365
2.5,3.5,{},mstd_returns_prices,336,336,-1,0.5,168,233.08783351588423,0.3154060057105237,65.91446714318006,0.6519428042462031,1.1778913347570528,352.1045433193607
2.5,4.5,{},mstd_returns_prices,336,336,-1,0.5,168,232.97312667346955,0.3153871659417146,65.91446714318006,0.6519188522394928,1.17783854483149,351.9305195467563
2.5,5.5,{},mstd_returns_prices,336,336,-1,0.5,168,232.8584478351183,0.3153683269032086,65.91446714318005,0.6518948860812042,1.177785727513782,351.7565382596102
0.0,3.0,{},ma_returns_prices,720,336,-1,0.0,360,231.7309842501353,0.285118103012877,64.39916262226131,0.6910694850152611,1.219070815896231,358.2825845166764
1.5,0.5,{},mstd_returns_prices,336,336,-1,0.5,168,231.13792799626933,0.3171746283095224,65.91446714318006,0.6492997630468086,1.1747846623087408,349.1463072838948
1.5,1.5,{},mstd_returns_prices,336,336,-1,0.5,168,231.0244448597328,0.3171558797196094,65.91446714318006,0.6492756928644318,1.1747315834257812,348.9741400170488
1.5,2.5,{},mstd_returns_prices,336,336,-1,0.5,168,230.9109893557851,0.3171371318595506,65.91446714318006,0.6492516086573108,1.174678477312936,348.8020146720903
1.5,3.5,{},mstd_returns_prices,336,336,-1,0.5,168,230.79756148442644,0.3171183847299481,65.91446714318006,0.6492275104167684,1.1746253439553216,348.6299312490198
1.5,4.5,{},mstd_returns_prices,336,336,-1,0.5,168,230.68416124565684,0.3170996383314052,65.91446714318006,0.6492033981341202,1.1745721833380411,348.45788974783727
1.5,5.5,{},mstd_returns_prices,336,336,-1,0.5,168,230.57078863947623,0.3170808926645262,65.91446714318006,0.6491792718006744,1.1745189954461852,348.2858901685426
0.5,0.5,{},mstd_ma_returns_prices,168,336,-1,0.5,168,230.0680185252573,0.3172236932277041,58.5260394467896,0.6478801831528342,1.196714975297778,391.3950451636493
0.5,1.5,{},mstd_ma_returns_prices,168,336,-1,0.5,168,229.6298096867368,0.3169381506529584,58.5260394467896,0.6480035421544685,1.1968191445188685,390.64630350495736
0.5,2.5,{},mstd_ma_returns_prices,168,336,-1,0.5,168,229.1837105466074,0.31668056714161,58.5260394467896,0.6480947279230056,1.1967777636021275,389.8840801521625
0.5,3.5,{},mstd_ma_returns_prices,168,336,-1,0.5,168,228.72972110486927,0.3164522858155839,58.5260394467896,0.6481521406852978,1.1965821437675854,389.1083751052647
0.5,0.5,{},mstd_returns_prices,336,336,-1,0.5,168,228.62626302000183,0.3190984568961353,65.91446714318006,0.6463108841069085,1.170568495522753,345.33581607441323
0.5,1.5,{},mstd_returns_prices,336,336,-1,0.5,168,228.5141881178617,0.3190798132076836,65.91446714318006,0.6462866324988387,1.1705150003735634,345.1657852647933
0.5,2.5,{},mstd_returns_prices,336,336,-1,0.5,168,228.40214045419103,0.319061170251441,65.91446714318006,0.6462623669724321,1.1704614781419658,344.99579577913573
0.5,3.5,{},mstd_returns_prices,336,336,-1,0.5,168,228.2901200289904,0.319042528027998,65.91446714318006,0.6462380875191408,1.1704079288132805,344.82584761744107
0.5,4.5,{},mstd_ma_returns_prices,168,336,-1,0.5,168,228.26784136152247,0.3162547752280564,58.5260394467896,0.6481740632269397,1.1962230432299443,388.31918836426416
0.5,4.5,{},mstd_returns_prices,336,336,-1,0.5,168,228.17812684225945,0.3190238865379461,65.91446714318006,0.6462137941304078,1.1703543523728124,344.655940779709
0.5,5.5,{},mstd_returns_prices,336,336,-1,0.5,168,228.06616089399824,0.3190052457818779,65.91446714318005,0.6461894867976711,1.1703007488058552,344.48607526593963
0.5,5.5,{},mstd_ma_returns_prices,168,336,-1,0.5,168,227.79807131656688,0.3160896444143034,58.5260394467896,0.6481586484447279,1.1956906194710084,387.5165199291607
inf,3.0,{},ma_returns_prices,336,336,-1,0.0,168,226.3491234402221,0.2840512980338623,69.1375441394591,0.6910087006668308,1.1722854623084045,325.94319952364043
0.0,2.0,{},ma_returns_prices,720,336,-1,0.0,168,226.17224601076384,0.287643753229434,64.39916262226131,0.6850601889664404,1.2122227263325802,349.65089116380364
inf,3.0,{},ma_returns_prices,720,24,-1,0.0,168,225.472509037922,0.2588345789081404,54.092721354499496,0.7331593731250998,1.2420810314980533,414.977289766639
3.0,0.0,{},ma_returns_prices,48,336,-1,0.5,360,223.40078856525048,0.327500454662428,69.23528368250786,0.6335202480873703,1.1433065732293717,321.2246368269588
2.5,0.5,{},ma_returns_prices,48,336,-1,0.5,168,219.8212869250527,0.3272837604221135,69.23528368250786,0.6322475098282445,1.1406475961081646,316.0545827016485
0.0,0.0,{},ma_returns_prices,48,336,-1,1.0,360,219.3789461309432,0.367331093215911,70.24804502006909,0.6000027069997885,1.1030569607514165,310.8683609181648
5.5,0.5,{},ma_returns_prices,336,336,-1,0.5,168,217.40825210576253,0.3399542667300979,75.93046166508832,0.6227909378094589,1.0866197370837645,285.00847665103
4.5,0.5,{},ma_returns_prices,336,336,-1,0.5,168,217.3887398751114,0.3400467354455575,76.04428555610608,0.6227059128705138,1.086404458589079,284.5562139122973
3.5,0.5,{},ma_returns_prices,336,336,-1,0.5,168,216.43822790806445,0.3400686081188145,76.15810944712379,0.6223168116727384,1.0855646936081529,282.88284658332043
2.5,0.5,{},ma_returns_prices,336,336,-1,0.5,168,215.48273192998624,0.3400919498895001,76.27193333814152,0.6219229125551663,1.0847149466325363,281.2079392023609
1.5,1.5,"{'weighting_factor': [0, 0.5, 1]}",ma_returns_prices,48,336,-1,-0.5,168,214.26782397847884,0.3176803920514785,68.19470819029428,0.6397800528672698,1.1441274795870044,312.7336851172741
1.5,1.5,{},ma_returns_prices,48,336,-1,0.0,168,214.26782397847884,0.3176803920514785,68.19470819029428,0.6397800528672698,1.1441274795870044,312.7336851172741
