coef_liquidity_in,coef_liquidity_out,dynamical_variables,func_monitor,mobile_window,timeframe,timeframe_grid_search,weighting_factor,window_grid_search,fattore_rendimento_totale,volatility,max_drawdown,sharpe_ratio,sortino_ratio,calmar_ratio
5,1,"{'weighting_factor': [0, 0.5, 1]}",ma_returns_prices,48,336,-1,0,360,125.07422326184528,0.299657827354659,68.19470819029428,0.6079555288926639,1.087224316799701,181.94113085083043
5,5,"{'weighting_factor': [0, 0.5, 1]}",mstd_returns_prices,168,168,-1,0,360,124.44471182229918,0.3266431941156026,66.52605302544497,0.5858238786880757,1.0370235273124262,185.55844846993088
1,1,{},ma_returns_prices,48,168,-1,0,360,121.52752554529424,0.3249918925422476,68.19470819029428,0.5826022171774637,1.0182031043291386,176.74029077002223
1,5,{},mstd_mstd_returns_prices,168,168,-1,1,360,119.92922607367764,0.3393518880251072,70.24804502006909,0.5647539999703117,1.083515483978353,169.2989833947705
5,1,{},ma_returns_prices,48,336,-1,0,360,115.20680411021098,0.2981444202915227,68.19470819029428,0.6016122488169258,1.0722408388741684,167.4716516001828
1,1,{},mstd_mstd_returns_prices,168,168,-1,1,360,111.8502119388134,0.33952424632642,70.24804502006909,0.5587012558304866,1.07330298120963,157.79828735040917
1,1,"{'weighting_factor': [0, 0.5, 1]}",mstd_returns_prices,168,168,-1,0,720,111.62377398177372,0.3420199513757043,68.7812320826907,0.5649833292107678,1.00605485191254,160.83424305162015
1,5,{},ma_returns_prices,48,336,-1,0,360,111.57141430130672,0.3107299112087733,68.19470819029428,0.5862979058924436,1.0324848976221477,162.14075437167668
1,1,"{'weighting_factor': [0, 0.5, 1]}",mstd_mstd_returns_prices,168,336,-1,0,720,110.4387065792588,0.3049218327886786,70.24804502006909,0.5882684309957221,1.0980975489897042,155.7889711350592
1,5,"{'weighting_factor': [0, 0.5, 1]}",mstd_returns_prices,168,168,-1,0,720,110.0280045387583,0.341523054559853,68.7812320826907,0.5641042536618,1.0041120893737745,158.5141778322345
1,1,"{'weighting_factor': [0, 0.5, 1]}",ma_returns_prices,48,168,-1,0,360,102.1216262973504,0.3385388377062998,68.19470819029428,0.5572820506826403,0.9846853269863652,148.28368502608006
5,1,"{'weighting_factor': [0, 0.5, 1]}",mstd_mstd_returns_prices,48,336,-1,0,360,98.89042992568982,0.3148856431499124,62.5871645732619,0.5714361500297591,1.0299184206547682,156.40655810681983
1,5,"{'weighting_factor': [0, 0.5, 1]}",ma_returns_prices,48,336,-1,0,720,93.0048009174867,0.318666637065083,68.19470819029428,0.5627734997765164,0.9942818433385996,134.91486855659156
5,1,{},mstd_mstd_returns_prices,48,336,-1,0,360,91.50145391433732,0.277633594027271,62.11438521238101,0.6040203454861858,1.031744678074184,145.70127934921274
1,1,"{'weighting_factor': [0, 0.5, 1]}",mstd_mstd_returns_prices,168,336,-1,0,360,89.96123062167204,0.2578971946739053,56.08396801246751,0.6274599859737715,1.1518190201621017,158.6214987532549
1,1,"{'weighting_factor': [0, 0.5, 1]}",ma_returns_prices,48,168,-1,0,720,87.81744687021883,0.3452342397193088,68.19470819029428,0.5404565882713158,0.9474479008035638,127.30818735664744
1,1,{},mstd_returns_prices,168,168,-1,1,360,87.71066293227494,0.4217049314432075,70.16174254052498,0.5082965342585303,0.934328650920526,123.5868149685584
1,1,"{'weighting_factor': [0, 0.5, 1]}",mstd_mstd_returns_prices,48,336,-1,0,360,86.88522573179186,0.3158927317112674,62.5871645732619,0.5587768152650925,1.0106394607803022,137.2249826579989
1,5,{},mstd_returns_prices,168,168,-1,1,360,86.42231620060926,0.4212779395266991,70.16174254052498,0.5073826928478329,0.9323827854795854,121.75056249674796
1,5,{},mstd_mstd_returns_prices,48,168,-1,0,360,84.04320180170774,0.2646722130266375,62.11438521238101,0.6112467873682942,1.0336827773637145,133.6939929740383
5,1,"{'weighting_factor': [0, 0.5, 1]}",mstd_returns_prices,168,168,-1,0,720,81.69784394425258,0.3229109176041168,68.48134866906138,0.5512204058153395,0.9764284632783716,117.83915695677646
5,5,"{'weighting_factor': [0, 0.5, 1]}",mstd_returns_prices,168,168,-1,0,720,80.34892621859944,0.322378482289089,68.48134866906138,0.5501176699272904,0.974062703923988,115.86939766921944
1,1,{},mstd_mstd_returns_prices,48,336,-1,0,360,80.12548710119846,0.2786463559932567,62.11438521238101,0.5890654164876526,1.0100520805826922,127.38673470026826
1,5,"{'weighting_factor': [0, 0.5, 1]}",mstd_mstd_returns_prices,168,336,-1,0,720,79.43954618585579,0.2967937571350243,70.24804502006909,0.5644017494908865,1.036903115553451,111.66082438799042
5,1,{},mstd_mstd_returns_prices,48,336,-1,1,360,76.39496797233417,0.380606005135308,75.42003558957957,0.5060585439509587,0.9710539156281603,99.96676265524216
5,1,{},ma_returns_prices,48,336,-1,1,360,72.87627470809517,0.3132217382233864,70.24804502006909,0.5440234764733634,0.97239317749617,102.31782918309102
5,5,{},mstd_mstd_returns_prices,48,168,-1,0,360,72.57335184653854,0.2594076935906563,62.11438521238101,0.6019622206580049,1.012861689310827,115.22830275437084
1,5,"{'weighting_factor': [0, 0.5, 1]}",mstd_returns_prices,48,168,-1,0,360,72.50329178252748,0.3208717271676291,68.46634719800203,0.5436539304712984,0.9491095852057136,104.43567491010252
1,1,{},mstd_mstd_returns_prices,48,168,-1,0,360,72.26994964553094,0.2670017038582079,62.11438521238101,0.5919052516261681,1.004120288009596,114.7398455315066
1,1,"{'weighting_factor': [0, 0.5, 1]}",mstd_returns_prices,48,168,-1,0,360,72.03673678989273,0.3211226493737305,68.46634719800203,0.5428956802775653,0.9478564535658642,103.754237953512
1,1,{},mstd_returns_prices,48,336,-1,0,360,70.14983804111385,0.2549760638634572,62.103896430691904,0.6076511354381369,1.0062935418462866,111.34540989434574
5,5,"{'weighting_factor': [0, 0.5, 1]}",mstd_returns_prices,48,168,-1,0,360,69.9273521198808,0.297641236438376,67.46809003898359,0.5585948761680505,0.9473796256343808,102.16289223550577
5,1,"{'weighting_factor': [0, 0.5, 1]}",mstd_returns_prices,48,168,-1,0,360,69.47737316787516,0.2979117139697595,67.46809003898358,0.5577282978545647,0.9459645009145308,101.49594145663292
1,1,{},mstd_mstd_returns_prices,48,336,-1,1,360,68.55987382428575,0.3821771266921203,75.42003558957957,0.4973414620248174,0.9574926414827686,89.57815160938505
1,5,"{'weighting_factor': [0, 0.5, 1]}",mstd_mstd_returns_prices,168,336,-1,0,360,66.76624527206118,0.2489297074357231,56.08396801246751,0.6066819188641577,1.090961639728628,117.26389483968268
1,5,{},mstd_returns_prices,48,336,-1,0,360,66.4535918521333,0.2507306446385878,60.37777549992794,0.6073727181542816,1.0074316563280643,108.4067627702041
5,5,{},mstd_mstd_returns_prices,48,336,-1,1,360,66.40588735821713,0.3692711379995924,70.24804502006909,0.4992211544137701,0.9433180518564798,93.10705705693503
5,1,"{'weighting_factor': [0, 0.5, 1]}",mstd_mstd_returns_prices,168,336,-1,0,720,66.339979197198,0.2998025485931742,70.24804502006909,0.5440532457549329,1.007554282942391,93.0132349996802
1,1,{},mstd_mstd_returns_prices,168,336,-1,1,360,66.22111618087204,0.3448342550013245,70.24804502006909,0.5105740820610665,1.0052014837782104,92.84403026765956
1,5,{},mstd_returns_prices,48,168,-1,1,360,66.03582885123474,0.4012660452844021,79.59785615283413,0.4949908982177249,0.8939962151422097,81.70550313109042
1,1,{},mstd_returns_prices,48,168,-1,1,360,65.6108916534075,0.4014667486751788,79.59785615283414,0.4944767265712129,0.8931170627001705,81.17164805211526
1,5,{},ma_returns_prices,168,336,-1,0,360,64.18669630951491,0.2524913939384013,51.95711469562352,0.5999924309122252,1.0310866127131146,121.6131740179893
1,1,{},mstd_returns_prices,168,336,-1,0,360,63.85598632391368,0.2448970503738385,61.66359597814638,0.6125217860886826,0.9971491258880516,101.93370225471423
1,5,{},mstd_returns_prices,168,336,-1,0,360,63.72704036720814,0.2447660245584502,61.61120296062078,0.612480310678957,0.9969875484484614,101.81109498430108
5,1,{},mstd_returns_prices,168,168,-1,1,360,62.72998267177183,0.4033634334408105,69.81454923056052,0.4891814276292753,0.8948183740662301,88.41994018741045
5,1,{},mstd_mstd_returns_prices,48,168,-1,0,360,61.88778559982679,0.2617091238276883,62.11438521238101,0.5813793874714397,0.9800950637256002,98.025256776896
5,5,{},mstd_returns_prices,168,168,-1,1,360,61.696802533339735,0.4029198329769987,69.81454923056052,0.4880970328407226,0.8925521693700137,86.9400478872825
5,1,{},mstd_returns_prices,48,336,-1,0,360,60.77714093063346,0.2350319311449639,49.926877933804136,0.6205467377761127,1.0352628432777544,119.7293790528808
1,5,{},ma_returns_prices,48,168,-1,0,360,59.24866892980978,0.3169169185905993,68.19470819029428,0.5237007108639361,0.9035472078202385,85.41523305190996
1,1,{},ma_returns_prices,48,168,-1,1,360,58.43514505481004,0.3648677566777567,70.24804502006909,0.4971650718648233,0.8789149765756119,81.7604889052805
1,1,{},mstd_mstd_returns_prices,168,336,-1,0,360,57.46848218881334,0.2435284638671978,56.08396801246751,0.5970719625967852,1.0695279609615982,100.68560444271766
5,5,{},mstd_returns_prices,48,336,-1,0,360,57.40079423101276,0.2315356692514222,48.841292271266624,0.6192334075852082,1.0342678227132622,115.47768621223275
1,5,"{'weighting_factor': [0, 0.5, 1]}",mstd_mstd_returns_prices,48,168,-1,0,360,57.201397277337634,0.3103495221106725,62.11438521238101,0.5274838578265633,0.8931898880721255,90.4804854546564
1,5,"{'weighting_factor': [0, 0.5, 1]}",ma_returns_prices,48,168,-1,0,360,55.90670836703943,0.3280035590393497,68.19470819029428,0.5113923871949142,0.8892538923285142,80.5146173715191
5,5,"{'weighting_factor': [0, 0.5, 1]}",mstd_mstd_returns_prices,48,168,-1,0,360,55.03737133730273,0.3061684572647251,62.11438521238101,0.5267321567195882,0.8898182377665004,86.99654862965895
1,1,{},ma_returns_prices,168,336,-1,0,360,54.9531536607294,0.2565309621522487,51.95711469562352,0.5770479413239596,1.0028320291531985,103.84170479211387
1,5,{},mstd_mstd_returns_prices,168,336,-1,1,360,54.55553745993167,0.3377088560697683,70.24804502006909,0.4978340288670489,0.9683989057865032,76.23776212509752
1,5,"{'weighting_factor': [0, 0.5, 1]}",mstd_returns_prices,48,168,-1,0,720,54.37443016617726,0.3409472768166325,77.55545216352418,0.5066308896358762,0.8819283737544842,68.82099024274696
1,1,"{'weighting_factor': [0, 0.5, 1]}",mstd_returns_prices,48,168,-1,0,720,54.024533475392616,0.3411834327188567,77.55545216352418,0.505966378054701,0.8808489009859622,68.36983344973788
1,5,"{'weighting_factor': [0, 0.5, 1]}",ma_returns_prices,168,336,-1,0,360,52.8621965167716,0.2616055921486629,55.16400519171988,0.5663172653531946,0.9842251221913656,94.01455956021869
5,1,"{'weighting_factor': [0, 0.5, 1]}",mstd_mstd_returns_prices,168,336,-1,0,360,51.925721856027046,0.2518031297999984,56.08396801246751,0.5734464779440474,1.0415169961795343,90.80263694021474
1,1,{},mstd_returns_prices,48,168,-1,0,360,51.418952345399646,0.249640864779616,63.0921819842052,0.5795663003725534,0.9421968896274128,79.91315367412997
5,5,"{'weighting_factor': [0, 0.5, 1]}",ma_returns_prices,48,336,-1,0,720,50.6875401998629,0.2918284411941038,68.19470819029428,0.5268542968240898,0.9261865880826052,72.86128428207664
1,5,{},mstd_returns_prices,48,168,-1,0,360,50.38566334517517,0.249484859374148,63.092181984205176,0.5774225668708846,0.9384620477630964,78.27540876227523
5,1,"{'weighting_factor': [0, 0.5, 1]}",mstd_mstd_returns_prices,48,336,-1,0,720,49.77336669598152,0.3113879833824501,70.24804502006909,0.5101952205137823,0.8983838242866856,69.43021216042028
5,5,"{'weighting_factor': [0, 0.5, 1]}",ma_returns_prices,48,336,-1,0,360,49.24648503110468,0.2907785014599073,68.19470819029428,0.524871256957877,0.9221089670924058,70.74813619918284
5,5,"{'weighting_factor': [0, 0.5, 1]}",mstd_mstd_returns_prices,168,336,-1,0,720,48.98831667922209,0.2929343422306126,70.24804502006909,0.5203292501241545,0.948899621976614,68.31267213986149
1,5,{},ma_returns_prices,48,336,-1,1,360,48.73694787248521,0.329153049368529,70.24804502006909,0.4973941099124492,0.8802839387102144,67.95484181637696
5,5,{},mstd_returns_prices,48,168,-1,1,360,47.47988875149636,0.382976367005067,78.9273093670268,0.4750889466258203,0.8390235246731877,58.88948847268587
5,1,{},mstd_returns_prices,48,168,-1,1,360,47.17435808382413,0.3831866316916972,78.9273093670268,0.4745488158412986,0.8380976711880636,58.50238460442721
1,1,{},mstd_returns_prices,168,168,-1,0,360,46.8466780620556,0.2425810985842292,61.437562287389,0.5792564320332044,0.9365813735996364,74.62320501519365
1,5,"{'weighting_factor': [0, 0.5, 1]}",ma_returns_prices,48,168,-1,0,720,46.57597780534316,0.3367440296676101,68.19470819029428,0.4910135870414545,0.8490859646261515,66.83213260208613
5,1,{},mstd_returns_prices,168,336,-1,0,360,46.4520980727449,0.2302157686566316,58.12993290856395,0.5965044553022788,0.9639246970370576,78.19052216048352
1,5,{},mstd_returns_prices,168,168,-1,0,360,46.37157013441436,0.2421872797772172,61.38327066583018,0.5785851341732143,0.935353641094774,73.91520465147038
5,5,{},mstd_returns_prices,168,336,-1,0,360,46.33138546596594,0.230087794568942,58.12993290856395,0.5963814364781651,0.9636137118437592,77.98286218095312
5,1,"{'weighting_factor': [0, 0.5, 1]}",mstd_mstd_returns_prices,48,168,-1,0,360,45.12065214152974,0.3092891211403503,62.11438521238101,0.50595285989511,0.8572413017822088,71.03129490966184
1,1,"{'weighting_factor': [0, 0.5, 1]}",ma_returns_prices,168,336,-1,0,360,45.06812748178587,0.266461367476611,55.16400519171988,0.543493617359445,0.9568891677143926,79.88565610605899
1,1,"{'weighting_factor': [0, 0.5, 1]}",mstd_mstd_returns_prices,48,336,-1,0,720,42.98721846435993,0.3243129641848963,70.24804502006909,0.4894489745878539,0.8629150911087108,59.76994584314004
5,5,{},mstd_mstd_returns_prices,48,336,-1,0,360,42.90487829527779,0.2654605718993216,62.11438521238101,0.5368311138089508,0.8964128727578857,67.46404742153844
5,1,{},mstd_returns_prices,48,168,-1,0,360,42.77295976806358,0.2391718474745623,61.9237955055007,0.5719172275728153,0.9110509395159306,67.45865531506848
1,5,"{'weighting_factor': [0, 0.5, 1]}",mstd_mstd_returns_prices,168,168,-1,0,360,42.31960760330844,0.2410189468578587,56.0839680124675,0.565551472004016,0.96890323982921,73.67454384490603
5,5,{},ma_returns_prices,48,336,-1,0,360,41.984560361153775,0.2893510402659988,68.19470819029428,0.5101260929434988,0.8946765179651093,60.09932654420661
1,5,"{'weighting_factor': [0, 0.5, 1]}",mstd_mstd_returns_prices,48,168,-1,0,720,41.91244720044329,0.3134943178081709,67.66155863531726,0.4965332142367145,0.8457421908539745,60.466309120890166
5,5,{},mstd_returns_prices,48,168,-1,0,360,41.91086858288291,0.2390099333531579,61.9237955055007,0.5696823242779668,0.907240757747744,66.06647452553
5,1,{},mstd_mstd_returns_prices,168,336,-1,1,360,41.07129268661586,0.3408842580618709,70.24804502006909,0.4720282972489937,0.9244101010938414,57.04257346260375
1,5,{},mstd_mstd_returns_prices,168,336,-1,0,360,40.64805717159368,0.2393979990670078,56.08396801246751,0.5614089910856794,0.9974909929924464,70.6941013210404
1,5,"{'weighting_factor': [0, 0.5, 1]}",ma_returns_prices,168,336,-1,0,720,40.45829242816863,0.2574009896602929,59.22095003159278,0.5414203624329224,0.9370302977606116,66.62894196583929
1,1,"{'weighting_factor': [0, 0.5, 1]}",mstd_mstd_returns_prices,168,168,-1,0,360,39.98000527534844,0.2412375049340876,56.0839680124675,0.5584433578181034,0.9583781009047636,69.50293757154122
5,5,"{'weighting_factor': [0, 0.5, 1]}",mstd_mstd_returns_prices,168,336,-1,0,360,39.88924190779014,0.2441587384395367,56.08396801246751,0.5528343671548662,0.9838011260073416,69.34110278920534
1,5,{},ma_returns_prices,168,336,-1,1,360,39.244676304373456,0.3284444275773004,70.24804502006909,0.4790983050418895,0.8572833003318895,54.44233543217805
1,5,{},mstd_mstd_returns_prices,48,336,-1,1,360,39.19842929899414,0.3641334308089752,70.24804502006909,0.4592625142437788,0.8716318295714091,54.37650156396705
5,5,"{'weighting_factor': [0, 0.5, 1]}",mstd_mstd_returns_prices,48,336,-1,0,360,38.736713141410384,0.2997748054945771,62.5871645732619,0.4945142964892028,0.8720300047402159,60.29465210432624
1,1,"{'weighting_factor': [0, 0.5, 1]}",mstd_mstd_returns_prices,48,168,-1,0,720,37.76265706797939,0.3164184922220131,69.71305565676634,0.4853467576164765,0.8297954262626982,52.73425002194867
1,5,"{'weighting_factor': [0, 0.5, 1]}",mstd_mstd_returns_prices,168,168,-1,0,720,37.38772589702784,0.2808378892291807,70.24804502006909,0.5042000068085932,0.8913119409642646,51.79891609315571
5,1,{},mstd_mstd_returns_prices,168,336,-1,0,360,37.24106725551854,0.240613378945859,56.08396801246751,0.5492619671265395,0.9776222215737596,64.6192994894051
5,5,{},mstd_mstd_returns_prices,168,168,-1,1,360,37.23528206140587,0.3310640373122548,70.24804502006909,0.4684137740946097,0.8908454824086457,51.58190815282312
1,1,{},ma_returns_prices,168,336,-1,1,360,35.87007933464191,0.3334448950691477,70.24804502006909,0.4690678181396036,0.8485075655517811,49.63850499281498
5,1,{},mstd_returns_prices,168,168,-1,0,360,35.623109136948614,0.2300294583265249,58.74333941163368,0.5635862250380295,0.904495328942232,58.939633809942656
5,1,{},mstd_mstd_returns_prices,168,168,-1,1,360,35.52428685286288,0.3311429299502972,70.24804502006909,0.4642748312207916,0.8835466597472657,49.1462600033918
5,1,"{'weighting_factor': [0, 0.5, 1]}",ma_returns_prices,48,168,-1,0,360,35.36755252816339,0.3119348445947978,68.19470819029428,0.4792188877865275,0.8342906550931962,50.39621612906132
5,5,{},mstd_returns_prices,168,168,-1,0,360,35.21976719855043,0.229638431013842,58.74333941163368,0.5627185885256646,0.9029036711593396,58.253016497345165
1,1,"{'weighting_factor': [0, 0.5, 1]}",mstd_mstd_returns_prices,168,168,-1,0,720,34.934490748194285,0.2810390198488445,70.24804502006909,0.4970599338025954,0.8799370133476693,48.30666922972672
5,5,{},mstd_mstd_returns_prices,168,336,-1,1,360,34.1079686256497,0.3350982853730469,70.24804502006909,0.4586203257619667,0.8871134157525479,47.13009254021392
1,1,"{'weighting_factor': [0, 0.5, 1]}",ma_returns_prices,168,336,-1,0,720,33.4209329269263,0.2614798381846099,59.22095003159278,0.515893095533193,0.902769478560063,54.74571567938475
1,5,{},mstd_mstd_returns_prices,48,336,-1,0,360,32.23992789326809,0.2610906765776066,62.11438521238101,0.5096791513458079,0.8567497785472096,50.29419157326082
1,5,{},mstd_mstd_returns_prices,168,168,-1,0,360,30.9773550105402,0.2285948697366981,56.0839680124675,0.5443769995513872,0.916579903859725,53.450845353660085
5,5,"{'weighting_factor': [0, 0.5, 1]}",ma_returns_prices,48,168,-1,0,360,30.53474533234016,0.3108982302122391,68.19470819029428,0.4661183309857505,0.8072363192971147,43.30943868829936
5,1,{},ma_returns_prices,48,168,-1,0,360,30.017618472055027,0.3021753444345951,68.19470819029428,0.4692559872915641,0.8117197590053385,42.55112932088904
1,1,"{'weighting_factor': [0, 0.5, 1]}",mstd_mstd_returns_prices,48,168,-1,0,360,29.63075493335024,0.3083970624968787,62.11438521238101,0.4673383804986534,0.7901245133882595,46.09359786055386
1,1,{},mstd_mstd_returns_prices,168,168,-1,0,360,29.55101574038008,0.2288241039510227,56.0839680124675,0.5381066040886151,0.9075728930885936,50.907624321505146
5,5,{},ma_returns_prices,48,336,-1,1,360,29.239056121281227,0.3037070368388274,70.24804502006909,0.4645092610638225,0.8152916105017071,40.19906335217392
1,5,{},ma_returns_prices,48,168,-1,1,360,29.184077854132045,0.3527676185447709,70.24804502006909,0.4450531818289148,0.7730260180682818,40.1208002956953
1,5,"{'weighting_factor': [0, 0.5, 1]}",mstd_mstd_returns_prices,48,336,-1,0,360,29.10532052593463,0.2959194791226077,62.5871645732619,0.4690714129180673,0.8331764986738723,44.90588560380575
5,5,{},mstd_mstd_returns_prices,168,336,-1,0,360,28.240609467597626,0.2380088527561479,56.08396801246751,0.5190764412751498,0.9170978014854,48.57111654714234
5,1,{},ma_returns_prices,48,168,-1,1,360,27.44994196688127,0.337641798409515,70.24804502006909,0.4446586448770941,0.7743340069579543,37.65221076163019
5,5,{},ma_returns_prices,48,168,-1,1,360,25.76110503796016,0.3365953430265913,70.24804502006909,0.4395407044423484,0.7613184956214465,35.24810552505224
5,1,"{'weighting_factor': [0, 0.5, 1]}",ma_returns_prices,48,168,-1,0,720,25.679814264108145,0.3055896137982716,68.19470819029428,0.4525461898845669,0.7849791750826925,36.19021903465036
5,5,{},ma_returns_prices,48,168,-1,0,360,25.241660733318646,0.3013276031035858,68.19470819029428,0.4531048136740717,0.7800011577059692,35.5477153237072
5,5,"{'weighting_factor': [0, 0.5, 1]}",mstd_mstd_returns_prices,48,336,-1,0,720,24.77787116957517,0.2986798059216403,70.24804502006909,0.4515288899402226,0.7773715494715695,33.84844540909587
5,5,"{'weighting_factor': [0, 0.5, 1]}",mstd_mstd_returns_prices,48,168,-1,0,720,23.619838066787167,0.2956013569451008,67.66155863531725,0.4522507765568758,0.761213937640544,33.430855751792144
