,Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
31,2022-05-08 04:00:00+00:00,32711.869140625,32859.5859375,32688.484375,32688.484375,641093632,0.0,0.0
32,2022-05-08 05:00:00+00:00,32683.587890625,32683.587890625,32591.07421875,32657.58984375,426405888,0.0,0.0
33,2022-05-08 06:00:00+00:00,32660.810546875,33051.3359375,32660.810546875,32983.4765625,937666560,0.0,0.0
34,2022-05-08 07:00:00+00:00,32976.8515625,33060.90234375,32881.12109375,32881.12109375,241336320,0.0,0.0
35,2022-05-08 08:00:00+00:00,32879.3359375,32923.46875,32783.375,32915.7421875,255979520,0.0,0.0
36,2022-05-08 09:00:00+00:00,32915.40234375,32922.140625,32798.6875,32817.92578125,200699904,0.0,0.0
37,2022-05-08 10:00:00+00:00,32817.9765625,32995.69140625,32794.63671875,32957.04296875,442206208,0.0,0.0
38,2022-05-08 11:00:00+00:00,32969.90234375,33049.82421875,32954.65234375,33000.9765625,263010304,0.0,0.0
39,2022-05-08 12:00:00+00:00,33007.7734375,33034.89453125,32857.81640625,32869.13671875,138227712,0.0,0.0
40,2022-05-08 13:00:00+00:00,32870.7734375,32885.44921875,32679.181640625,32679.181640625,324200448,0.0,0.0
41,2022-05-08 14:00:00+00:00,32680.54296875,32781.8125,32632.970703125,32700.791015625,1020708864,0.0,0.0
42,2022-05-08 15:00:00+00:00,32699.623046875,32813.84765625,32669.94921875,32671.0859375,419586048,0.0,0.0
43,2022-05-08 16:00:00+00:00,32667.853515625,32758.421875,32619.23046875,32655.41015625,0,0.0,0.0
44,2022-05-08 17:00:00+00:00,32649.283203125,32649.283203125,32143.244140625,32313.96875,3198332928,0.0,0.0
45,2022-05-08 18:00:00+00:00,32325.44140625,32795.78515625,32193.787109375,32748.205078125,1399914496,0.0,0.0
46,2022-05-08 19:00:00+00:00,32746.48046875,32855.7578125,32721.181640625,32771.12890625,444936192,0.0,0.0
47,2022-05-08 20:00:00+00:00,32775.04296875,32793.59375,32529.544921875,32529.544921875,292487168,0.0,0.0
48,2022-05-08 21:00:00+00:00,32526.529296875,32695.33203125,32519.677734375,32693.576171875,0,0.0,0.0
49,2022-05-08 22:00:00+00:00,32691.865234375,32691.865234375,32405.189453125,32544.724609375,0,0.0,0.0
50,2022-05-08 23:00:00+00:00,32546.23828125,32546.23828125,32254.92578125,32309.17578125,0,0.0,0.0
51,2022-05-09 00:00:00+00:00,32338.826171875,32488.716796875,32317.689453125,32477.05859375,301006848,0.0,0.0
52,2022-05-09 01:00:00+00:00,32476.302734375,32530.134765625,32383.115234375,32389.046875,0,0.0,0.0
53,2022-05-09 02:00:00+00:00,32389.587890625,32389.587890625,31775.359375,31801.599609375,224452608,0.0,0.0
54,2022-05-09 03:00:00+00:00,31859.140625,32134.55859375,31826.822265625,31982.275390625,372563968,0.0,0.0
55,2022-05-09 04:00:00+00:00,31949.173828125,32147.23828125,31926.0703125,32035.84765625,0,0.0,0.0
56,2022-05-09 05:00:00+00:00,32032.0859375,32082.31640625,31892.94921875,31905.3046875,7008256,0.0,0.0
57,2022-05-09 06:00:00+00:00,31905.763671875,31983.232421875,31788.568359375,31961.3203125,254414848,0.0,0.0
58,2022-05-09 07:00:00+00:00,31962.173828125,32065.07421875,31903.251953125,31929.94921875,258011136,0.0,0.0
59,2022-05-09 08:00:00+00:00,31910.236328125,32001.185546875,31626.369140625,32001.185546875,906006528,0.0,0.0
60,2022-05-09 09:00:00+00:00,32014.615234375,32061.271484375,31798.740234375,31798.740234375,479338496,0.0,0.0
61,2022-05-09 10:00:00+00:00,31798.9921875,31823.078125,31128.783203125,31128.783203125,2040795136,0.0,0.0
62,2022-05-09 11:00:00+00:00,31157.353515625,31375.2421875,31144.619140625,31373.94140625,2103074816,0.0,0.0
63,2022-05-09 12:00:00+00:00,31400.3828125,31400.3828125,31189.830078125,31204.671875,855859200,0.0,0.0
64,2022-05-09 13:00:00+00:00,31196.103515625,31589.767578125,31093.4765625,31341.517578125,2720141312,0.0,0.0
65,2022-05-09 14:00:00+00:00,31368.33984375,31398.6015625,30959.20703125,30959.20703125,1350422528,0.0,0.0
66,2022-05-09 15:00:00+00:00,30955.9609375,31004.181640625,30552.93359375,30664.09375,1848492032,0.0,0.0
67,2022-05-09 16:00:00+00:00,30649.123046875,30729.330078125,29988.078125,30021.12109375,0,0.0,0.0
68,2022-05-09 17:00:00+00:00,30053.970703125,30146.681640625,29580.240234375,29783.7890625,2143150080,0.0,0.0
69,2022-05-09 18:00:00+00:00,29770.173828125,29789.3203125,28939.828125,29310.658203125,3517992960,0.0,0.0
70,2022-05-09 19:00:00+00:00,29267.49609375,29267.49609375,28902.044921875,29244.712890625,2956095488,0.0,0.0
71,2022-05-09 20:00:00+00:00,29308.572265625,30095.359375,29216.705078125,29530.732421875,3382624256,0.0,0.0
72,2022-05-09 21:00:00+00:00,29505.900390625,29792.365234375,29363.6171875,29407.94140625,1411358720,0.0,0.0
73,2022-05-09 22:00:00+00:00,29393.611328125,29620.142578125,29197.7734375,29505.9140625,1257000960,0.0,0.0
74,2022-05-09 23:00:00+00:00,29505.20703125,29548.263671875,28704.416015625,28704.416015625,870998016,0.0,0.0
75,2022-05-10 00:00:00+00:00,28659.0390625,29093.298828125,28347.068359375,28961.25390625,4727644160,0.0,0.0
76,2022-05-10 01:00:00+00:00,29092.90625,29609.01953125,29092.90625,29354.94140625,3326251008,0.0,0.0
77,2022-05-10 02:00:00+00:00,29334.74609375,29640.09375,29193.599609375,29442.1484375,120840192,0.0,0.0
78,2022-05-10 03:00:00+00:00,29433.349609375,29433.349609375,29058.29296875,29072.828125,0,0.0,0.0
79,2022-05-10 04:00:00+00:00,29058.716796875,29534.119140625,29008.1328125,29534.119140625,2185732096,0.0,0.0
80,2022-05-10 05:00:00+00:00,29522.97265625,30162.388671875,29522.97265625,30089.23828125,2838708224,0.0,0.0
81,2022-05-10 06:00:00+00:00,30099.447265625,30851.65625,30099.447265625,30502.849609375,2905473024,0.0,0.0
82,2022-05-10 07:00:00+00:00,30497.197265625,30510.310546875,30081.5234375,30081.5234375,625926144,0.0,0.0
83,2022-05-10 08:00:00+00:00,30090.103515625,30227.7734375,29947.6796875,30072.548828125,685072384,0.0,0.0
84,2022-05-10 09:00:00+00:00,30062.302734375,30172.38671875,29802.091796875,29855.162109375,806518784,0.0,0.0
85,2022-05-10 10:00:00+00:00,29867.80078125,29901.162109375,29752.337890625,29752.337890625,0,0.0,0.0
86,2022-05-10 11:00:00+00:00,29742.83984375,30072.5390625,29710.419921875,30009.6328125,286982144,0.0,0.0
87,2022-05-10 12:00:00+00:00,30005.119140625,30501.841796875,29936.142578125,30501.841796875,1550516224,0.0,0.0
88,2022-05-10 13:00:00+00:00,30498.998046875,30532.705078125,30024.427734375,30153.853515625,0,0.0,0.0
89,2022-05-10 14:00:00+00:00,30167.810546875,30371.330078125,29463.291015625,29486.2578125,0,0.0,0.0
90,2022-05-10 15:00:00+00:00,29508.66796875,29829.62890625,29421.861328125,29705.65625,838967296,0.0,0.0
91,2022-05-10 16:00:00+00:00,29716.40234375,29795.10546875,29525.125,29613.3203125,0,0.0,0.0
92,2022-05-10 17:00:00+00:00,29606.662109375,30148.921875,29606.662109375,30047.052734375,0,0.0,0.0
93,2022-05-10 18:00:00+00:00,30048.404296875,30138.330078125,29903.505859375,30036.29296875,0,0.0,0.0
94,2022-05-10 19:00:00+00:00,30025.4140625,30043.896484375,29724.76953125,29793.671875,0,0.0,0.0
95,2022-05-10 20:00:00+00:00,29796.830078125,29796.830078125,29438.767578125,29440.080078125,0,0.0,0.0
96,2022-05-10 21:00:00+00:00,29436.720703125,29547.7734375,28854.353515625,28854.353515625,0,0.0,0.0
97,2022-05-10 22:00:00+00:00,28851.74609375,29285.197265625,28792.62890625,29285.197265625,1181585408,0.0,0.0
98,2022-05-10 23:00:00+00:00,29251.576171875,29601.224609375,29218.01171875,29450.369140625,0,0.0,0.0
99,2022-05-11 00:00:00+00:00,29466.12890625,29724.072265625,29322.87109375,29564.841796875,0,0.0,0.0
100,2022-05-11 01:00:00+00:00,29488.107421875,29517.490234375,29245.654296875,29295.76953125,0,0.0,0.0
101,2022-05-11 02:00:00+00:00,29281.498046875,29845.146484375,29170.470703125,29828.98828125,165466112,0.0,0.0
102,2022-05-11 03:00:00+00:00,29872.484375,29974.30078125,29626.234375,29640.728515625,0,0.0,0.0
103,2022-05-11 04:00:00+00:00,29640.974609375,29748.43359375,29530.49609375,29633.748046875,0,0.0,0.0
104,2022-05-11 05:00:00+00:00,29619.3984375,30092.703125,29512.38671875,29825.998046875,594231296,0.0,0.0
105,2022-05-11 06:00:00+00:00,29830.173828125,29851.521484375,29048.517578125,29048.517578125,0,0.0,0.0
106,2022-05-11 07:00:00+00:00,29005.578125,29085.599609375,28731.958984375,28860.205078125,1422110720,0.0,0.0
107,2022-05-11 08:00:00+00:00,28860.57421875,29499.03515625,28860.57421875,29499.03515625,2164498432,0.0,0.0
108,2022-05-11 09:00:00+00:00,29521.236328125,29970.26953125,29452.66796875,29970.26953125,1501618176,0.0,0.0
109,2022-05-11 10:00:00+00:00,29980.056640625,30298.953125,29939.568359375,30223.38671875,963284992,0.0,0.0
110,2022-05-11 11:00:00+00:00,30217.677734375,30217.677734375,29873.728515625,29893.62890625,0,0.0,0.0
111,2022-05-11 12:00:00+00:00,29873.193359375,30022.818359375,27917.611328125,27917.611328125,1661009920,0.0,0.0
112,2022-05-11 13:00:00+00:00,27929.49609375,29638.078125,27805.458984375,29283.65625,7957037056,0.0,0.0
113,2022-05-11 14:00:00+00:00,29474.06640625,29989.43359375,29235.58203125,29896.744140625,3900665856,0.0,0.0
114,2022-05-11 15:00:00+00:00,30068.341796875,30068.341796875,29323.11328125,29346.822265625,0,0.0,0.0
115,2022-05-11 16:00:00+00:00,29372.71875,29482.404296875,28747.73828125,28747.73828125,0,0.0,0.0
116,2022-05-11 17:00:00+00:00,28788.115234375,28788.115234375,28115.634765625,28368.224609375,810475520,0.0,0.0
117,2022-05-11 18:00:00+00:00,28370.47265625,28624.392578125,28321.939453125,28358.21484375,429129728,0.0,0.0
118,2022-05-11 19:00:00+00:00,28367.171875,28472.72265625,27875.6328125,27942.94140625,571924480,0.0,0.0
119,2022-05-11 20:00:00+00:00,27938.029296875,28037.2578125,27102.8828125,27108.30859375,1185656832,0.0,0.0
120,2022-05-11 21:00:00+00:00,27115.2890625,27635.0625,26789.1328125,27488.44140625,2880299008,0.0,0.0
121,2022-05-11 22:00:00+00:00,27533.974609375,27714.720703125,27189.392578125,27455.6015625,385581056,0.0,0.0
122,2022-05-11 23:00:00+00:00,27458.1171875,27540.76953125,27269.501953125,27527.666015625,113668096,0.0,0.0
123,2022-05-12 00:00:00+00:00,27527.3984375,28494.091796875,27527.3984375,28419.40625,2779152384,0.0,0.0
124,2022-05-12 01:00:00+00:00,28325.958984375,28431.73828125,27832.798828125,27832.798828125,0,0.0,0.0
125,2022-05-12 02:00:00+00:00,27804.8203125,27851.546875,27364.55078125,27388.892578125,0,0.0,0.0
126,2022-05-12 03:00:00+00:00,27380.98046875,27467.955078125,27008.8203125,27008.8203125,353435648,0.0,0.0
127,2022-05-12 04:00:00+00:00,27022.091796875,27022.091796875,26031.74609375,26284.310546875,2560188416,0.0,0.0
128,2022-05-12 05:00:00+00:00,26291.142578125,26322.66015625,25488.595703125,25488.595703125,1334829056,0.0,0.0
129,2022-05-12 06:00:00+00:00,25537.83984375,26143.302734375,25474.544921875,25474.544921875,2592194560,0.0,0.0
130,2022-05-12 07:00:00+00:00,25443.65234375,26972.5546875,25181.71484375,26748.037109375,5603491840,0.0,0.0
131,2022-05-12 08:00:00+00:00,26710.70703125,26765.439453125,26164.423828125,26619.9140625,679297024,0.0,0.0
132,2022-05-12 09:00:00+00:00,26635.376953125,26958.73828125,26522.306640625,26663.0234375,452984832,0.0,0.0
133,2022-05-12 10:00:00+00:00,26668.00390625,27321.6875,26457.33984375,27222.392578125,1729912832,0.0,0.0
134,2022-05-12 11:00:00+00:00,27240.35546875,27778.466796875,27178.857421875,27221.826171875,784580608,0.0,0.0
135,2022-05-12 12:00:00+00:00,27313.939453125,27322.6328125,26814.857421875,27284.314453125,0,0.0,0.0
136,2022-05-12 13:00:00+00:00,27270.421875,27416.900390625,26863.67578125,27126.947265625,0,0.0,0.0
137,2022-05-12 14:00:00+00:00,27088.86328125,28232.9140625,26964.48046875,28232.9140625,2547515392,0.0,0.0
138,2022-05-12 15:00:00+00:00,28244.01953125,28450.2578125,28014.431640625,28014.431640625,98435072,0.0,0.0
139,2022-05-12 16:00:00+00:00,28009.71875,28666.41796875,27931.412109375,28666.41796875,0,0.0,0.0
140,2022-05-12 17:00:00+00:00,28642.689453125,28649.287109375,27647.341796875,27656.48046875,0,0.0,0.0
141,2022-05-12 18:00:00+00:00,27628.693359375,27670.716796875,27232.279296875,27264.353515625,0,0.0,0.0
142,2022-05-12 19:00:00+00:00,27287.359375,27674.568359375,27269.7109375,27650.419921875,213999616,0.0,0.0
143,2022-05-12 20:00:00+00:00,27654.962890625,27749.595703125,27485.908203125,27568.02734375,0,0.0,0.0
144,2022-05-12 21:00:00+00:00,27563.732421875,27563.732421875,26993.201171875,27358.248046875,0,0.0,0.0
145,2022-05-12 22:00:00+00:00,27358.1953125,27597.697265625,27326.26953125,27551.142578125,0,0.0,0.0
146,2022-05-12 23:00:00+00:00,27591.796875,28106.17578125,27591.796875,28001.080078125,551325696,0.0,0.0
147,2022-05-13 00:00:00+00:00,27972.240234375,28352.830078125,27732.48046875,28352.830078125,182190080,0.0,0.0
148,2022-05-13 01:00:00+00:00,28391.494140625,28520.537109375,28198.96875,28402.791015625,0,0.0,0.0
149,2022-05-13 02:00:00+00:00,28396.93359375,28895.771484375,28367.142578125,28858.533203125,995774464,0.0,0.0
150,2022-05-13 03:00:00+00:00,28872.931640625,29469.8828125,28872.931640625,29469.8828125,1837527040,0.0,0.0
151,2022-05-13 04:00:00+00:00,29444.048828125,29444.048828125,29173.669921875,29282.62109375,0,0.0,0.0
152,2022-05-13 05:00:00+00:00,29274.078125,29746.419921875,29247.927734375,29418.73828125,0,0.0,0.0
153,2022-05-13 06:00:00+00:00,29401.18359375,29427.0546875,29213.47265625,29237.451171875,43960111104,0.0,0.0
154,2022-05-13 07:00:00+00:00,29241.63671875,29241.63671875,29002.248046875,29002.248046875,0,0.0,0.0
155,2022-05-13 08:00:00+00:00,29001.65234375,29194.474609375,28970.6953125,29114.033203125,0,0.0,0.0
156,2022-05-13 09:00:00+00:00,29122.837890625,29525.59375,29122.837890625,29318.8203125,0,0.0,0.0
157,2022-05-13 10:00:00+00:00,29327.888671875,29341.439453125,29081.75390625,29341.439453125,0,0.0,0.0
158,2022-05-13 11:00:00+00:00,29325.412109375,29498.45703125,29160.814453125,29498.45703125,0,0.0,0.0
159,2022-05-13 12:00:00+00:00,29491.146484375,29603.751953125,29357.529296875,29537.21875,0,0.0,0.0
160,2022-05-13 13:00:00+00:00,29569.421875,29660.546875,29368.90234375,29660.546875,0,0.0,0.0
161,2022-05-13 14:00:00+00:00,29656.072265625,29768.193359375,29533.9765625,29590.287109375,0,0.0,0.0
162,2022-05-13 15:00:00+00:00,29589.091796875,29589.091796875,29140.291015625,29140.81640625,0,0.0,0.0
163,2022-05-13 16:00:00+00:00,29138.216796875,29258.892578125,28700.900390625,28768.201171875,0,0.0,0.0
164,2022-05-13 17:00:00+00:00,28772.224609375,28976.982421875,28574.400390625,28574.400390625,0,0.0,0.0
165,2022-05-13 18:00:00+00:00,28554.22265625,28918.912109375,28383.1484375,28918.912109375,847994880,0.0,0.0
166,2022-05-13 19:00:00+00:00,28908.421875,28938.4453125,28798.30078125,28874.580078125,0,0.0,0.0
167,2022-05-13 20:00:00+00:00,28874.92578125,28898.515625,28648.646484375,28648.646484375,0,0.0,0.0
168,2022-05-13 21:00:00+00:00,28611.6484375,28843.22265625,28603.9609375,28832.6796875,0,0.0,0.0
169,2022-05-13 22:00:00+00:00,28833.119140625,28887.03125,28634.021484375,28637.46875,0,0.0,0.0
170,2022-05-13 23:00:00+00:00,28626.79296875,28645.6640625,28076.29296875,28103.296875,0,0.0,0.0
171,2022-05-14 00:00:00+00:00,28127.103515625,28349.138671875,28085.734375,28317.896484375,0,0.0,0.0
172,2022-05-14 01:00:00+00:00,28315.052734375,28556.111328125,28241.197265625,28508.65625,0,0.0,0.0
173,2022-05-14 02:00:00+00:00,28505.544921875,28515.35546875,28371.712890625,28371.712890625,0,0.0,0.0
174,2022-05-14 03:00:00+00:00,28367.873046875,28432.2578125,28323.78125,28351.873046875,0,0.0,0.0
175,2022-05-14 04:00:00+00:00,28361.7421875,28382.140625,28077.908203125,28095.630859375,0,0.0,0.0
176,2022-05-14 05:00:00+00:00,28107.697265625,28293.408203125,28107.697265625,28273.751953125,0,0.0,0.0
177,2022-05-14 06:00:00+00:00,28275.236328125,28378.623046875,28214.48046875,28324.228515625,0,0.0,0.0
178,2022-05-14 07:00:00+00:00,28322.72265625,28354.896484375,28243.2265625,28243.2265625,0,0.0,0.0
179,2022-05-14 08:00:00+00:00,28243.5625,28357.830078125,28204.474609375,28357.830078125,778352640,0.0,0.0
180,2022-05-14 09:00:00+00:00,28345.111328125,28369.625,28215.568359375,28230.677734375,0,0.0,0.0
181,2022-05-14 10:00:00+00:00,28247.94140625,28283.9609375,28098.353515625,28104.40625,0,0.0,0.0
182,2022-05-14 11:00:00+00:00,28115.619140625,28156.384765625,27719.056640625,27903.287109375,496289792,0.0,0.0
183,2022-05-14 12:00:00+00:00,27882.578125,28006.71484375,27828.703125,27921.783203125,0,0.0,0.0
184,2022-05-14 13:00:00+00:00,27914.732421875,27942.515625,27703.919921875,27722.6640625,0,0.0,0.0
185,2022-05-14 14:00:00+00:00,27709.904296875,27759.96875,27581.740234375,27713.984375,0,0.0,0.0
186,2022-05-14 15:00:00+00:00,27749.798828125,27859.408203125,27647.27734375,27657.068359375,0,0.0,0.0
187,2022-05-14 16:00:00+00:00,27657.416015625,28308.0078125,27567.421875,28216.666015625,0,0.0,0.0
188,2022-05-14 17:00:00+00:00,28203.171875,28339.955078125,28116.671875,28327.814453125,0,0.0,0.0
189,2022-05-14 18:00:00+00:00,28395.203125,28640.775390625,28361.974609375,28361.974609375,0,0.0,0.0
190,2022-05-14 19:00:00+00:00,28361.318359375,28385.552734375,28149.89453125,28180.3125,0,0.0,0.0
191,2022-05-14 20:00:00+00:00,28181.384765625,28370.80078125,28168.578125,28190.724609375,0,0.0,0.0
192,2022-05-14 21:00:00+00:00,28191.08203125,28565.8203125,28191.08203125,28522.6796875,317609984,0.0,0.0
193,2022-05-14 22:00:00+00:00,28516.048828125,28962.439453125,28417.90625,28962.439453125,652746752,0.0,0.0
194,2022-05-14 23:00:00+00:00,28964.3828125,28995.5234375,28770.203125,28937.27734375,0,0.0,0.0
195,2022-05-15 00:00:00+00:00,28907.88671875,28975.45703125,28756.29296875,28756.90625,0,0.0,0.0
196,2022-05-15 01:00:00+00:00,28754.650390625,28762.337890625,28647.17578125,28754.31640625,0,0.0,0.0
197,2022-05-15 02:00:00+00:00,28741.62109375,28815.529296875,28577.17578125,28640.826171875,0,0.0,0.0
198,2022-05-15 03:00:00+00:00,28637.4765625,28658.931640625,28437.14453125,28521.833984375,0,0.0,0.0
199,2022-05-15 04:00:00+00:00,28528.15625,28578.767578125,28397.333984375,28438.529296875,0,0.0,0.0
200,2022-05-15 05:00:00+00:00,28437.6640625,28596.681640625,28359.623046875,28596.681640625,0,0.0,0.0
201,2022-05-15 06:00:00+00:00,28596.265625,28670.900390625,28552.79296875,28670.900390625,84807680,0.0,0.0
202,2022-05-15 07:00:00+00:00,28687.970703125,28764.6328125,28623.869140625,28626.46875,255352832,0.0,0.0
203,2022-05-15 08:00:00+00:00,28626.82421875,28655.43359375,28418.404296875,28436.79296875,0,0.0,0.0
204,2022-05-15 09:00:00+00:00,28419.759765625,28563.521484375,28389.82421875,28557.59375,95496192,0.0,0.0
205,2022-05-15 10:00:00+00:00,28560.5546875,28646.669921875,28431.349609375,28646.669921875,0,0.0,0.0
206,2022-05-15 11:00:00+00:00,28703.6015625,29035.658203125,28637.642578125,28987.73046875,0,0.0,0.0
207,2022-05-15 12:00:00+00:00,29073.82421875,29241.8671875,29022.08984375,29072.400390625,604647424,0.0,0.0
208,2022-05-15 13:00:00+00:00,29081.015625,29133.978515625,28930.96875,28963.892578125,0,0.0,0.0
209,2022-05-15 14:00:00+00:00,28963.056640625,28966.611328125,28670.8125,28740.568359375,0,0.0,0.0
210,2022-05-15 15:00:00+00:00,28749.228515625,28904.56640625,28696.55859375,28747.642578125,66070528,0.0,0.0
211,2022-05-15 16:00:00+00:00,28753.869140625,29017.296875,28753.869140625,28994.099609375,0,0.0,0.0
212,2022-05-15 17:00:00+00:00,28989.65234375,29034.38671875,28813.255859375,28818.78515625,0,0.0,0.0
213,2022-05-15 18:00:00+00:00,28814.521484375,29110.611328125,28776.126953125,29072.724609375,0,0.0,0.0
214,2022-05-15 19:00:00+00:00,29071.27734375,29235.552734375,29043.80078125,29235.552734375,66734080,0.0,0.0
215,2022-05-15 20:00:00+00:00,29247.572265625,29810.869140625,29213.052734375,29775.375,1595330560,0.0,0.0
216,2022-05-15 21:00:00+00:00,29788.32421875,29851.8828125,29685.966796875,29851.8828125,316024832,0.0,0.0
217,2022-05-15 22:00:00+00:00,29846.884765625,30058.068359375,29846.884765625,29881.201171875,296669184,0.0,0.0
218,2022-05-15 23:00:00+00:00,29875.541015625,30101.57421875,29846.615234375,30101.57421875,0,0.0,0.0
219,2022-05-16 00:00:00+00:00,30105.291015625,30105.291015625,29832.62890625,29847.775390625,67377152,0.0,0.0
220,2022-05-16 01:00:00+00:00,29857.548828125,29868.556640625,29535.0703125,29550.18359375,342243328,0.0,0.0
221,2022-05-16 02:00:00+00:00,29547.736328125,29567.0703125,29234.388671875,29293.265625,1841487872,0.0,0.0
222,2022-05-16 03:00:00+00:00,29296.837890625,29307.708984375,29102.94140625,29146.23828125,156172288,0.0,0.0
223,2022-05-16 04:00:00+00:00,29146.8046875,29221.30859375,29083.919921875,29177.423828125,333533184,0.0,0.0
224,2022-05-16 05:00:00+00:00,29177.8125,29250.3359375,29123.01171875,29127.87890625,0,0.0,0.0
225,2022-05-16 06:00:00+00:00,29128.701171875,29128.701171875,28337.349609375,28384.357421875,1127518208,0.0,0.0
226,2022-05-16 07:00:00+00:00,28371.43359375,28443.271484375,28269.484375,28387.384765625,419948544,0.0,0.0
227,2022-05-16 08:00:00+00:00,28404.681640625,28574.337890625,28404.681640625,28546.298828125,386979840,0.0,0.0
228,2022-05-16 09:00:00+00:00,28547.68359375,28547.68359375,28322.107421875,28481.791015625,399921152,0.0,0.0
229,2022-05-16 10:00:00+00:00,28466.041015625,28852.630859375,28384.232421875,28844.240234375,1138509824,0.0,0.0
230,2022-05-16 11:00:00+00:00,28865.982421875,28865.982421875,28743.3984375,28755.052734375,0,0.0,0.0
231,2022-05-16 12:00:00+00:00,28753.482421875,28875.2734375,28439.232421875,28679.75390625,638033920,0.0,0.0
232,2022-05-16 13:00:00+00:00,28675.064453125,28782.677734375,28441.345703125,28477.193359375,902057984,0.0,0.0
233,2022-05-16 14:00:00+00:00,28444.619140625,28582.322265625,28389.71484375,28410.09375,483704832,0.0,0.0
234,2022-05-16 15:00:00+00:00,28382.548828125,28514.5390625,28245.427734375,28470.28515625,733177856,0.0,0.0
235,2022-05-16 16:00:00+00:00,28466.18359375,28477.642578125,28056.09765625,28063.67578125,0,0.0,0.0
236,2022-05-16 17:00:00+00:00,28079.150390625,28517.65234375,28079.150390625,28486.8828125,819255296,0.0,0.0
237,2022-05-16 18:00:00+00:00,28485.91015625,28684.58984375,28476.18359375,28632.5859375,301510656,0.0,0.0
238,2022-05-16 19:00:00+00:00,28637.556640625,28656.185546875,28371.103515625,28371.103515625,117047296,0.0,0.0
239,2022-05-16 20:00:00+00:00,28376.447265625,28607.607421875,28360.82421875,28607.607421875,0,0.0,0.0
240,2022-05-16 21:00:00+00:00,28615.275390625,28873.953125,28615.275390625,28822.64453125,273604608,0.0,0.0
